date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:10:28	41715/41715	---M--	200	added ('OK')	image/png	etag:%228f516d5affab54078258662dad3d624b%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e3d_audio_03.png	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e3d_audio_03.png	(from https://patrimonio-fc567d.webflow.io/)
12:10:28	23046/23046	---M--	200	added ('OK')	image/png	etag:%2251c47f4e2aa71cbb03df740b3a465b9a%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e2e_footer_hand.png	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e2e_footer_hand.png	(from https://patrimonio-fc567d.webflow.io/)
12:10:28	12804/12804	---M--	200	added ('OK')	image/png	etag:%2211d073f1ecb21ee899dd3126eeab2e39%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e2f_footer_rectangle.png	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e2f_footer_rectangle.png	(from https://patrimonio-fc567d.webflow.io/)
12:10:29	709019/709019	---M--	200	added ('OK')	image/png	etag:%22926848f2becca6f30e0002c3600e6308%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e54_modal-form.png	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e54_modal-form.png	(from https://patrimonio-fc567d.webflow.io/)
12:10:29	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=67d46219fdf9dba83b5e4b78	C:/Users/INNOVA/Downloads/Patrimonio2/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8246d.js	(from https://patrimonio-fc567d.webflow.io/)
12:10:29	41865/41865	---MCZ	200	added ('OK')	text/javascript	etag:W/%225154e20a9d412ca0eb2175c9e8adbc17%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/js/webflow.schunk.4a394eb5af8156f2.js	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/js/webflow.schunk.4a394eb5af8156f2.js	(from https://patrimonio-fc567d.webflow.io/)
12:10:29	174720/174720	---MCZ	200	added ('OK')	text/javascript	etag:W/%224960b391623a69b41e6dba923a9e6805%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/js/webflow.c3a10ef0.805966094033c1c2.js	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/js/webflow.c3a10ef0.805966094033c1c2.js	(from https://patrimonio-fc567d.webflow.io/)
12:10:29	7433/7433	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-1d09%22	https://cdnjs.cloudflare.com/ajax/libs/smoothscroll/1.4.10/SmoothScroll.min.js	C:/Users/INNOVA/Downloads/Patrimonio2/cdnjs.cloudflare.com/ajax/libs/smoothscroll/1.4.10/SmoothScroll.min.js	(from https://patrimonio-fc567d.webflow.io/)
12:10:30	7821/7821	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fbf-1e8d%22	https://cdnjs.cloudflare.com/ajax/libs/remodal/1.1.1/remodal.min.js	C:/Users/INNOVA/Downloads/Patrimonio2/cdnjs.cloudflare.com/ajax/libs/remodal/1.1.1/remodal.min.js	(from https://patrimonio-fc567d.webflow.io/)
12:10:31	1097/1097	---MCZ	200	added ('OK')	application/javascript	etag:W/%22626f828a-449%22	http://web.webformscr.com/apps/fc3/build/loader.js	C:/Users/INNOVA/Downloads/Patrimonio2/web.webformscr.com/apps/fc3/build/loader.js	(from https://patrimonio-fc567d.webflow.io/)
12:10:31	1842/1842	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2014%20Nov%202022%2013:21:34%20GMT	https://amosk.com.ua/js/projects/halolab/forms.js	C:/Users/INNOVA/Downloads/Patrimonio2/amosk.com.ua/js/projects/halolab/forms.js	(from https://patrimonio-fc567d.webflow.io/)
12:10:32	9236/9236	---M--	200	added ('OK')	image/png	etag:%220267369d521dd9659c1cad0026308761%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e4c_Noise.png	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e4c_Noise.png	(from https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/css/patrimonio-fc567d.webflow.91e7c35e1.css)
12:10:32	5876/5876	---M--	200	added ('OK')	image/jpeg	etag:%221b050bd805aebd1d53be547ac5e83165%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e21_hero_elem-03.jpg	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e21_hero_elem-03.jpg	(from https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/css/patrimonio-fc567d.webflow.91e7c35e1.css)
12:10:32	745/745	---M--	200	added ('OK')	image/jpeg	etag:%2245264accd43d155335b3c8de96d090c9%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e1c_hero_elem-04.jpg	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e1c_hero_elem-04.jpg	(from https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/css/patrimonio-fc567d.webflow.91e7c35e1.css)
12:10:32	143/143	---M--	200	added ('OK')	image/png	etag:%22ad5f86cc19e5769c062ce407afe44158%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e3c_dash.png	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e3c_dash.png	(from https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/css/patrimonio-fc567d.webflow.91e7c35e1.css)
12:10:32	3813/3813	---M--	200	added ('OK')	image/png	etag:%2208a6443469d963f6a553d56ecf69dce9%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e29_media_elem.png	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e29_media_elem.png	(from https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/css/patrimonio-fc567d.webflow.91e7c35e1.css)
12:10:33	837/837	---M--	200	added ('OK')	image/jpeg	etag:%2253e4049e438771ff84336b036bfb2c52%22	https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e20_bg-noise.jpg	C:/Users/INNOVA/Downloads/Patrimonio2/cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/67d46219fdf9dba83b5e4e20_bg-noise.jpg	(from https://cdn.prod.website-files.com/67d46219fdf9dba83b5e4b78/css/patrimonio-fc567d.webflow.91e7c35e1.css)
